country_code,main_activity_code,main_activity_name,citl_information,year,value
DE,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2017,3434817
DE,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2017,1156564
DE,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),2017,483982
DE,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2017,1134798
DE,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2017,17515247
DE,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2017,7492099
DE,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2017,3000564
DE,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2017,1786819
DE,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2017,281522
DE,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2017,293222
DE,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2017,244278
DE,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2017,6096003
DE,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2017,441543
DE,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2017,666831
DE,39,39 Production of adipic acid,1. Total allocated allowances (EUA or EUAA),2017,1010988
DE,40,40 Production of glyoxal and glyoxylic acid,1. Total allocated allowances (EUA or EUAA),2017,7875
DE,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2017,3625588
DE,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2017,9024660
DE,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2017,2927761
DE,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2017,1047116
DE,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2018,4458206
DE,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2018,24233915
DE,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2018,318364475
DE,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2018,17383566
DE,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2018,121910560
DE,22,22 Production of coke,1. Total allocated allowances (EUA or EUAA),2018,1638427
DE,23,23 Metal ore roasting or sintering,1. Total allocated allowances (EUA or EUAA),2018,64924
DE,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2018,42189020
DE,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2018,3335441
DE,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2018,1133891
DE,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),2018,474631
DE,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2018,1128213
DE,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2018,17173663
DE,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2018,7384845
DE,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2018,2942103
DE,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2018,1780300
DE,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2018,285297
DE,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2018,287504
DE,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2018,238296
DE,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2018,5907278
DE,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2018,430407
DE,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2018,653829
DE,39,39 Production of adipic acid,1. Total allocated allowances (EUA or EUAA),2018,991275
DE,40,40 Production of glyoxal and glyoxylic acid,1. Total allocated allowances (EUA or EUAA),2018,7722
DE,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2018,3633514
DE,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2018,8980096
DE,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2018,2839770
DE,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2018,1026548
DE,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2019,4448272
DE,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2019,22392223
DE,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2019,268786819
DE,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2019,16681527
DE,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2019,118833096
DE,22,22 Production of coke,1. Total allocated allowances (EUA or EUAA),2019,1604427
DE,23,23 Metal ore roasting or sintering,1. Total allocated allowances (EUA or EUAA),2019,63617
DE,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2019,41338816
DE,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2019,3223272
DE,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2019,1110940
DE,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),2019,465187
DE,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2019,1119650
DE,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2019,16827858
DE,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2019,7218610
DE,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2019,2865590
DE,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2019,1695914
DE,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2019,279478
DE,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2019,281714
DE,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2019,229555
DE,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2019,5723894
DE,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2019,419265
DE,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2019,640664
DE,39,39 Production of adipic acid,1. Total allocated allowances (EUA or EUAA),2019,971315
DE,40,40 Production of glyoxal and glyoxylic acid,1. Total allocated allowances (EUA or EUAA),2019,7567
DE,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2019,3558711
DE,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2019,8753110
DE,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2019,2776088
DE,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2019,976327
DE,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2020,4460756
DE,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2020,20393069
DE,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2020,244021643
DE,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2020,16536927
DE,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2020,116195574
DE,22,22 Production of coke,1. Total allocated allowances (EUA or EUAA),2020,1570360
DE,23,23 Metal ore roasting or sintering,1. Total allocated allowances (EUA or EUAA),2020,62305
DE,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2020,40486558
DE,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2020,3048385
DE,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2020,1087917
DE,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),2020,455720
DE,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2020,1091273
DE,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2020,16214061
DE,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2020,7068259
DE,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2020,2826561
DE,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2020,1607133
DE,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2020,272339
DE,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2020,275905
DE,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2020,223655
DE,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2020,5580916
DE,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2020,409752
DE,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2020,627452
DE,39,39 Production of adipic acid,1. Total allocated allowances (EUA or EUAA),2020,951286
DE,40,40 Production of glyoxal and glyoxylic acid,1. Total allocated allowances (EUA or EUAA),2020,7410
DE,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2020,3483732
DE,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2020,8604775
DE,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2020,2718044
DE,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2020,984849
DE,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2021,3969767
DE,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2021,13721154
DE,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2021,225415651
DE,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2021,14693933
DE,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2021,111231997
DE,22,22 Production of coke,1. Total allocated allowances (EUA or EUAA),2021,1414329
DE,23,23 Metal ore roasting or sintering,1. Total allocated allowances (EUA or EUAA),2021,69645
DE,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2021,41503407
DE,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2021,2410677
DE,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2021,1024214
DE,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),2021,413942
DE,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2021,1012612
DE,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2021,17336853
DE,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2021,5374928
DE,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2021,2781820
DE,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2021,1456679
DE,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2021,265324
DE,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2021,87751
DE,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2021,325672
DE,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2021,4829213
DE,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2021,410136
DE,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2021,551791
DE,39,39 Production of adipic acid,1. Total allocated allowances (EUA or EUAA),2021,765469
DE,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2021,3847604
DE,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2021,7482969
DE,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2021,2136612
DE,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2021,1036417
DE,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2022,3872170
DE,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2022,13379604
DE,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2022,210073621
DE,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2022,14586683
DE,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2022,112464017
DE,22,22 Production of coke,1. Total allocated allowances (EUA or EUAA),2022,1343289
DE,23,23 Metal ore roasting or sintering,1. Total allocated allowances (EUA or EUAA),2022,70010
DE,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2022,42394263
DE,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2022,2426222
DE,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2022,1020344
DE,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),2022,423743
DE,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2022,1017078
DE,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2022,17550083
DE,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2022,5412291
DE,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2022,2833557
DE,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2022,1446999
DE,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2022,283943
DE,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2022,88568
DE,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2022,322654
DE,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2022,4714083
DE,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2022,416731
DE,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2022,550507
DE,39,39 Production of adipic acid,1. Total allocated allowances (EUA or EUAA),2022,695846
